p_val_adj,cluster,gene,
6.91E-151,0,pvalb1,
1.76E-136,0,cryba4,
3.52E-125,0,tnni2a.4,
6.06E-111,0,pax7b,
7.58E-108,0,myhz1.3,
3.93E-105,0,pax7a,
3.09E-48,0,tnni2b.1,
5.69E-43,0,mylpfb,
6.70E-26,0,tnnt2c,
1.19E-08,0,cryba1b,
1,0,crybb1,
0,1,CABZ01072614.1,
0,1,LOC101885394,
0,1,cryba4,
0,1,cxcr4a,
0,1,stm,
0,1,znfl2a,
0,1,abcb10,
0,1,zgc:66479,
4.28E-304,1,CABZ01045617.1,
1.71E-292,1,XLOC-043834,
1.19E-220,1,hspb1,
5.01E-198,1,cryba1l1,
2.56E-155,1,LOC110439627,
4.90E-142,1,lim2.1,
3.64E-124,1,twist1a,
1.27E-121,1,crybb1l1,
1.13E-118,1,si:ch211-152c2.3,
1.33E-72,1,XLOC-042971,
5.61E-61,1,cryba2b,
2.78E-59,1,hoxc13b,
1.53E-27,1,msgn1,
2.36E-22,1,tbx16,shouldn't be at 24hpf?
2.24E-20,1,crybb1,
6.07E-192,2,pax7b,
5.66E-188,2,casz1,
6.96E-171,2,otx2b,
4.73E-155,2,cyp26b1,
1.82E-150,2,olig3,
8.45E-150,2,en2a,
3.46E-145,2,en2b,
2.30E-140,2,pax7a,
1.59E-128,2,pax5,
4.80E-101,2,cdh6,
3.33E-98,2,tcf7l2,
1.55E-84,2,dbx1b,neural posterior - ventral hindbrain
4.98E-75,2,fabp7a,neural posterior - floorplate 
4.97E-57,2,dbx1a,
6.30E-53,2,XLOC-032526,
1.80E-41,2,XLOC-042971,
5.98E-33,2,XLOC-026578,
2.49E-16,2,myca,
3.69E-14,2,egr2b,
1,2,fsta,
9.82E-162,3,pmp22a,
6.33E-146,3,col1a2,mesoderm - emp2
7.70E-146,3,foxd2,
8.89E-131,3,fkbp7,
2.79E-129,3,krt18a.1,
7.11E-125,3,meox1,
4.59E-118,3,lrrc17,
5.61E-116,3,col1a1b,
8.25E-116,3,cnmd,
3.17E-101,3,cyp27c1,
1.11E-95,3,fmoda,
8.62E-86,3,fibina,
1.41E-84,3,krt8,
3.45E-84,3,cthrc1a,
5.26E-80,3,bmp5,
2.82E-79,3,nkx3-1,
4.41E-78,3,si:ch73-86n18.1,
2.84E-77,3,sost,
1.95E-74,3,krt18b,
8.51E-74,3,tuba8l3,
8.07E-72,3,tgfb3,
1.50E-71,3,vwde,
1.59E-71,3,postnb,mesoderm - emp2
9.15E-66,3,zgc:162612,
2.79E-65,3,cd248b,
2.43E-64,3,grem2b,
2.14E-60,3,col5a1,
3.14E-56,3,nkx3.2,
9.61E-55,3,tgfbi,mesoderm - emp2
9.31E-52,3,emp2,
4.23E-51,3,hlx1,
1.03E-47,3,rbp7b,
1.04E-45,3,col6a1,
3.16E-45,3,flna,
4.12E-45,3,rbp5,
2.25E-41,3,dcn,
1.81E-36,3,arpc1b,
2.42E-33,3,foxf2a,
4.02E-32,3,rcn3,
6.05E-30,3,barx1,
8.17E-29,3,ednrab,
8.22E-27,3,lsp1,
9.53E-25,3,aldh1a2,
6.06E-23,3,alx1,
9.34E-23,3,foxd1,
2.82E-22,3,sult1st1,
7.65E-21,3,col2a1b,
1.08E-20,3,en1b,
2.46E-19,3,pdgfrl,
2.69E-19,3,twist1b,
1.03E-14,3,hoxb9a,
4.58E-13,3,rdh10a,
1.30E-12,3,hand2,
2.49E-12,3,sult6b1,
3.12E-12,3,apela,
5.62E-12,3,tuba8l2,
9.34E-12,3,cyr61,
1.76E-10,3,angptl7,
7.78E-10,3,col1a1a,mesoderm - emp2
1.32E-08,3,fkbp11,
1.67E-08,3,ckap4,
2.55E-08,3,cxcl12a,
2.89E-07,3,col5a2a,
2.92E-06,3,glula,
5.43E-06,3,jcada,
6.20E-06,3,ndnf,
1.18E-05,3,tnn,
1.68E-05,3,foxl1,
6.14E-05,3,tbx15,
0.00152310489427718,3,pleca,
0.00155475100113891,3,tnc,
0.00155630550185879,3,en1a,
0.0027346253736819,3,inka1a,
0.00273602858182555,3,twist1a,
0.0187230204105628,3,tmem88b,
0.0216961540552505,3,eya1,
0.12440316738968,3,adra1ba,
0.17420260835734,3,ca6,
1,3,si:dkey-261h17.1,
1,3,serpinh1b,
1,3,hapln1a,
1,3,ccl25b,
1,3,fkbp9,
1,3,alx4a,here
4.17E-226,4,si:ch73-265d7.2,
1.51E-214,4,smkr1,
2.50E-214,4,nkx2.9,midbrain ventral
4.90E-171,4,si:ch73-21g5.7,
4.90E-169,4,cfap45,
7.64E-162,4,ccdc173,
1.96E-156,4,olig2,
8.71E-148,4,foxa2,
4.60E-147,4,LOC798783,
1.29E-141,4,sulf2b,
3.25E-141,4,itgb4,
4.02E-139,4,nkx6.1,
4.03E-137,4,hapln1a,
6.97E-137,4,foxj1a,
2.00E-123,4,vim,
2.10E-120,4,pth1a,
1.31E-116,4,sh3bgr,
1.43E-111,4,CR812832.1,
2.10E-108,4,fosb,
2.84E-108,4,nkx2.2b,
2.58E-103,4,bicc2,
3.26E-102,4,col11a1a,
1.89E-100,4,nkx2.2a,
1.55E-97,4,dlb,
1.81E-96,4,hoxb8a,
7.44E-92,4,zgc:113531,
2.39E-87,4,hoxb6b,
2.45E-85,4,si:ch211-251b21.1,
9.87E-84,4,col28a2a,
1.08E-74,4,fabp7a,
1.03E-71,4,elavl3,
3.85E-69,4,ndnf,
2.81E-68,4,proca1,
2.16E-66,4,helt,
2.21E-65,4,col8a1a,
3.68E-64,4,spon1b,
4.04E-62,4,dhrs3b,
8.16E-61,4,atf3,
3.38E-60,4,neurog1,
1.25E-57,4,col5a3a,
3.73E-55,4,fstl1a,
9.74E-55,4,phox2bb,
1.73E-54,4,chl1a,
6.75E-54,4,neurod4,
2.15E-53,4,col14a1a,
1.51E-49,4,hhip,
9.41E-46,4,tbx20,
5.73E-40,4,enkur,
1.63E-37,4,tm6sf2,
2.42E-35,4,shhb,
9.50E-35,4,ldlrad2,
5.26E-33,4,wnt11r,
3.79E-32,4,foxa,
8.43E-30,4,cdh6,
1.75E-29,4,podxl,
1.20E-26,4,col4a6,
9.79E-26,4,dmrta2,
1.56E-25,4,optc,
1.76E-25,4,col4a5,
6.80E-25,4,adamts3,
1.29E-24,4,col18a1a,
4.93E-24,4,cdx4,
7.06E-23,4,si:ch211-163l21.7,
9.47E-23,4,ntn1b,
1.24E-22,4,cyp26b1,
1.48E-22,4,tbata,
4.91E-20,4,plxna4,
3.28E-19,4,hoxb9a,
1.50E-18,4,phox2a,differentiating neurons
0.00144973390557713,4,shha,
0.00231052777198619,4,hoxb5b,
0.00556288328361102,4,sulf1,
0.067390157088329,4,sema3bl,
0.161685260951507,4,wnt4a,
0.179938480922842,4,insm1a,
0.247537544094579,4,foxa1,
0,5,vsx2,
3.63E-279,5,rorb,
2.28E-239,5,pax6b,
2.11E-214,5,six6b,
4.02E-208,5,fabp7a,
9.29E-202,5,vax2,
4.07E-198,5,hes2.2,
3.47E-188,5,myb,
2.66E-158,5,fzd5,
8.67E-151,5,hmx1,
1.91E-149,5,foxn4,
2.32E-136,5,ascl1a,
8.01E-134,5,six3b,
3.89E-130,5,mab21l1,
1.19E-91,5,rx1,
3.75E-74,5,aldh1a3,
1.18E-69,5,foxd1,
2.19E-67,5,cx43,
9.09E-63,5,ggctb,
2.13E-59,5,fabp11a,
1.07E-57,5,atic,
7.12E-55,5,vax1,
1.24E-43,5,cart3,
1.00E-34,5,LOC100537384,
1.56E-34,5,bhlhe22,
1.24E-29,5,hmx4,
7.46E-29,5,lhx2b,
3.03E-25,5,myca,
6.78E-25,5,aldh1a2,
4.95E-22,5,tbx2a,
1.64E-13,5,acbd7,
1.22E-09,5,tbx2b,
0.358751683079439,5,XLOC-042971,
1,5,stra6,
0,6,si:ch73-21g5.7,
2.35E-287,6,LOC798783,
5.94E-260,6,itgb4,
5.92E-184,6,hapln1a,
2.97E-169,6,neurog1,
2.76E-160,6,XLOC-003678,
1.43E-146,6,fabp7a,
6.34E-142,6,pax7b,
1.16E-137,6,sp8a,
1.18E-131,6,pax7a,
2.51E-123,6,CABZ01093502.1,
5.95E-116,6,pax6b,
1.52E-115,6,dbx1a,
3.12E-115,6,ascl1a,
1.46E-109,6,col5a3a,
6.04E-104,6,sulf2b,
1.31E-97,6,ndnf,
2.22E-92,6,lbx1b,
8.81E-87,6,dbx1b,
9.81E-80,6,cyp26b1,
2.63E-79,6,phox2bb,
5.36E-74,6,h1fx,
6.89E-74,6,egfl6,
2.78E-68,6,tcf7l2,
1.30E-64,6,prdm12b,
2.08E-62,6,gsx1,
6.58E-48,6,emid1,
1.30E-45,6,her3,
1.03E-37,6,AL845362.1,
2.80E-37,6,helt,
1.17E-33,6,en2b,
6.64E-24,6,otx2b,
1.45E-23,6,gsx2,
1.18E-19,6,nkx6.1,
1.58E-16,6,egr2b,
4.40E-13,6,zgc:101100,
0,7,pvalb5,
0,7,myog,
2.25E-268,7,CT573383.1,
2.17E-263,7,nansb,
5.41E-232,7,grp,
8.83E-230,7,sb:cb470,
4.46E-219,7,ponzr5,
7.94E-214,7,scgn,
5.99E-210,7,ptk2bb,
3.13E-206,7,gcnt4a,
1.23E-203,7,si:ch73-347e22.8,
1.96E-199,7,mat2al,
9.15E-199,7,LO017965.1,
2.58E-194,7,wu:fa26c03,
3.06E-177,7,mcfd2,
1.22E-176,7,ecrg4a,
2.70E-174,7,zgc:153284,
1.95E-173,7,s100a11,
4.55E-173,7,cldn7b,
3.53E-170,7,spint2,
2.57E-165,7,s100z,
1.26E-164,7,sox1b,
1.42E-164,7,si:dkey-239j18.3,
2.50E-162,7,foxe3,
6.72E-150,7,klf17,
7.31E-149,7,serpinb1,
3.37E-139,7,hopx,
3.72E-130,7,gadd45ga,
4.42E-127,7,spaca4l,
6.48E-126,7,si:dkey-19b23.12,
2.93E-123,7,pou2f3,
1.93E-120,7,s100v2,
1.15E-118,7,cxcl14,
1.49E-117,7,sh3gl1a,
4.19E-111,7,capn8,
5.75E-109,7,icn,
4.68E-108,7,dbnla,
1.79E-104,7,foxa3,
6.00E-101,7,cebpd,
6.11E-101,7,crip1,
4.56E-92,7,si:dkey-87o1.2,
2.57E-89,7,pitx2,
2.47E-82,7,cldn1,
5.68E-80,7,zgc:101744,
2.18E-65,7,anxa4,
3.69E-64,7,svopl,
1.23E-61,7,fxyd1,
7.89E-59,7,si:ch211-236g6.1,
2.93E-54,7,prr15la,
4.46E-52,7,agr2,
7.05E-51,7,pvalb8,
1.98E-50,7,si:ch211-202f5.3,
6.58E-49,7,cart3,
4.28E-44,7,zgc:158343,
7.80E-44,7,lgals3b,
4.68E-42,7,s100u,
2.56E-35,7,cldnb,
3.85E-35,7,cldnh,
2.33E-33,7,mctp2b,
2.45E-33,7,si:dkey-33i11.4,
2.71E-32,7,tent5ba,
3.57E-29,7,prr13,
1.54E-25,7,cldni,
2.34E-25,7,cd9b,
6.02E-24,7,cfl1l,
2.78E-18,7,mvp,
7.02E-18,7,arfgap3,
1.09E-16,7,stard10,
6.25E-16,7,uchl1,
3.59E-13,7,malb,
1.30E-12,7,rgs2,
2.20E-07,7,wu:fb18f06,
1.73E-06,7,epcam,
7.50E-06,7,BX322603.1,
0.00284314927175685,7,anxa5b,
0.0306859089306138,7,krt97,
0.0360008763307625,7,atp5if1b,
0.0467899951846073,7,capn2b,
0.0729005100237825,7,si:ch211-243g18.2,
0.236602187783721,7,xbp1,
1,7,si:ch1073-190k2.1,
3.21E-279,8,nkx2.4a,
3.92E-228,8,slc1a3b,
8.15E-209,8,CU467822.1,
1.42E-184,8,nkx2.1,
1.30E-183,8,lhx2b,
5.66E-165,8,sox1b,
4.82E-160,8,olig2,
2.17E-154,8,podxl,
1.21E-152,8,efhd1,
1.94E-150,8,lhx5,
1.03E-144,8,nfia,
9.19E-140,8,CR848047.1,
1.37E-139,8,pou2f2a,
9.41E-130,8,six6a,
1.84E-129,8,ntrk2a,
1.32E-123,8,arxa,
4.70E-118,8,dlx1a,
4.54E-117,8,gria1a,
5.14E-115,8,chl1a,
2.62E-113,8,foxg1a,
4.41E-110,8,cyp26b1,
1.75E-109,8,six6b,
3.80E-109,8,bcl11aa,
4.26E-108,8,nkx2.4b,
1.25E-104,8,sema3bl,
8.68E-104,8,vax2,
2.33E-102,8,sox1a,
1.78E-99,8,si:ch211-263k4.2,
3.22E-91,8,cdh6,
1.33E-90,8,bcl11ba,
1.77E-84,8,LOC103909284,
2.54E-84,8,myt1a,
1.15E-82,8,tcf7l2,
6.64E-81,8,ckbb,
5.64E-76,8,six3b,
8.13E-73,8,fzd5,
7.88E-72,8,hapln1a,
9.76E-71,8,slc1a2b,
1.18E-69,8,vax1,
1.37E-69,8,fosb,
8.85E-68,8,shha,
1.22E-66,8,nog2,
8.97E-63,8,ntn1b,
9.69E-60,8,sox4a,
4.09E-54,8,foxd2,
3.44E-53,8,si:ch73-21g5.7,
1.17E-48,8,nfixb,
5.67E-48,8,h1fx,
7.60E-48,8,nkx2.2a,
1.48E-47,8,fabp7a,
1.19E-46,8,nkx2.2b,
3.33E-42,8,cyp26c1,
5.29E-40,8,sulf1,
1.91E-38,8,fezf1,
1.22E-35,8,nkx2.9,
1.25E-34,8,XLOC-001603,
4.47E-34,8,ptn,
3.05E-26,8,barhl2,
9.07E-23,8,pcdh10a,
1.88E-22,8,emx2,
7.83E-21,8,XLOC-032526,
8.61E-21,8,fezf2,
4.69E-20,8,rx3,
2.79E-16,8,gsx2,
5.27E-16,8,ascl1a,
2.17E-15,8,ubxn8,
1.47E-13,8,emx3,
1.58E-06,8,foxd1,
1.30E-05,8,otpb,
0.00169914579325232,8,myca,
0.00286254084687558,8,rspo3,
1,8,eomesa,
1,8,cxcl12a,
0,9,cyt1l,
0,9,krt5,
0,9,anxa1c,
0,9,cyt1,
0,9,krt92,
0,9,krt4,
0,9,icn2,
0,9,zgc:193505,
0,9,si:ch211-195b11.3,
0,9,wu:fb18f06,
0,9,icn,
2.00E-290,9,si:ch1073-340i21.3,
1.37E-289,9,cst14b.1,
5.97E-282,9,si:ch211-153b23.5,
4.28E-278,9,si:ch211-157c3.4,
2.90E-271,9,anxa1a,
2.70E-265,9,krt17,
1.45E-251,9,krtt1c19e,
4.37E-242,9,tmsb1,
8.40E-239,9,evplb,
9.32E-226,9,krt15,
1.75E-221,9,si:dkeyp-86h10.3,
2.39E-199,9,sft2d2a,
4.23E-198,9,si:dkeyp-11e3.1,
6.36E-194,9,ANXA1 (1 of many),
2.10E-193,9,ikzf2,
7.83E-190,9,capn9,
2.40E-180,9,drd5a,
2.54E-180,9,cfl1l,
8.92E-180,9,ywhaz,
1.21E-177,9,krt1-19d,
4.90E-171,9,caspb,
3.37E-166,9,scel,
1.36E-164,9,agr1,
3.94E-164,9,ppl,
2.17E-160,9,arhgdig,
2.30E-152,9,gsnb,
1.12E-145,9,cav2,
1.71E-142,9,zgc:101853,
2.01E-142,9,XLOC-027129,
1.28E-141,9,epas1a,
1.55E-140,9,serpinb14,
1.66E-140,9,cmah,
6.02E-139,9,prr13,
3.39E-138,9,hrc,
7.49E-138,9,mgll,
2.77E-137,9,XLOC-026578,
1.70E-135,9,zgc:175088,
2.09E-135,9,styk1b,
8.00E-131,9,uraha,
2.24E-127,9,osbpl7,
5.25E-122,9,s100w,
4.24E-121,9,duox,
1.02E-118,9,si:ch73-52f15.5,
4.55E-118,9,si:dkey-222n6.2,
2.30E-117,9,evpla,
4.24E-117,9,XLOC-001603,
2.60E-116,9,XLOC-041945,
2.10E-115,9,ckap4,
9.11E-115,9,cavin2b,
2.03E-111,9,dlx3b,
1.03E-110,9,osgn1,
1.65E-110,9,s100a10b,
1.19E-108,9,capgb,
5.43E-104,9,sh3d21,
1.44E-103,9,bhlhe40,
2.73E-101,9,anxa2a,
2.82E-101,9,krt91,
4.19E-101,9,si:ch211-166a6.5,
5.52E-101,9,soul2,
4.27E-100,9,phlda2,
6.63E-100,9,si:ch73-347e22.8,
2.45E-99,9,eps8l1b,
3.91E-98,9,zgc:153665,
2.22E-97,9,zgc:112964,
5.39E-94,9,zgc:154054,
4.55E-93,9,mylpfa,
3.73E-91,9,abcb5,
3.92E-90,9,myl1,
1.07E-83,9,zgc:163030,
1.86E-78,9,ttc39a,
3.16E-77,9,papss2b,
3.40E-77,9,anxa1b,
4.04E-77,9,si:dkey-9l20.3,
1.07E-74,9,serpinb1,
5.85E-73,9,si:dkey-19b23.12,
6.17E-73,9,rab11al,
3.65E-69,9,foxq1a,
3.58E-68,9,tgm1l4,
2.75E-67,9,pycard,
1.10E-66,9,spint2,
2.06E-66,9,hopx,
9.77E-65,9,BX901957.1,
1.08E-60,9,si:dkey-204f11.64,
2.63E-60,9,capns1a,
7.44E-60,9,si:dkey-184p9.7,
1.05E-59,9,cavin2a,
1.97E-59,9,zgc:194679,
3.78E-59,9,rnf183,
1.09E-56,9,lye,
1.24E-56,9,zgc:174938,
3.60E-56,9,si:ch211-202h22.8,
3.67E-56,9,tcima,
2.67E-53,9,plekhf1,
5.43E-53,9,XLOC-000666,
2.83E-51,9,gmds,
1.21E-50,9,epcam,
1.83E-50,9,camk2d1,
1.01E-49,9,aep1,
3.08E-49,9,si:ch73-204p21.2,
3.70E-48,9,sult1st1,
1.47E-47,9,si:ch211-105c13.3,
1.80E-47,9,im:7150988,
7.30E-47,9,uox,
1.17E-45,9,cst14a.2,
2.45E-44,9,mgst1.2,
4.48E-44,9,tmem176l.4,
1.96E-42,9,cav1,
7.58E-42,9,si:dkey-125i10.3,
2.50E-41,9,ap1s3b,
3.43E-41,9,lmo7a,
2.15E-40,9,stard14,
3.93E-40,9,pof1b,
8.00E-40,9,mid1ip1a,
1.41E-39,9,apodb,
2.44E-39,9,ftr83,
6.93E-39,9,selenow2b,
3.86E-38,9,eps8l1a,
4.93E-36,9,nos1,
3.74E-35,9,nqo1,
5.26E-35,9,gdpd3a,
5.39E-35,9,ftr86,
7.32E-34,9,stx11b.1,
8.12E-34,9,arhgef5,
2.72E-33,9,mvp,
4.52E-33,9,pleca,
1.46E-32,9,anxa3a,
2.83E-32,9,si:ch211-232i5.1,
3.22E-32,9,cldn23a,
3.98E-32,9,si:ch1073-190k2.1,
9.02E-32,9,ahnak,
1.85E-31,9,homer2,
2.55E-31,9,LOC101884747,
6.44E-31,9,cebpb,
8.83E-31,9,sult6b1,
4.25E-30,9,tmem45b,
9.52E-29,9,rab6bb,
1.06E-28,9,si:ch211-217k17.9,
1.78E-28,9,cldne,
4.10E-28,9,ildr1a,
4.52E-28,9,tpd52,
2.18E-27,9,sult2st1,
1.36E-26,9,cyp2y3,
2.79E-24,9,he1.3,
6.27E-24,9,si:dkey-193p11.2,
9.89E-24,9,s100u,
7.15E-22,9,cebpd,
9.11E-21,9,nansb,
5.30E-20,9,vamp8,
1.80E-19,9,cldnb,
8.72E-19,9,acy3.2,
8.21E-18,9,dhrs13a.2,
1.14E-17,9,chmp4c,
1.38E-17,9,krt99,
2.97E-16,9,dhrs11a,
2.15E-15,9,XLOC-039121,
8.87E-14,9,myo18aa,
1.35E-13,9,pkp1b,
3.13E-13,9,capn2l,
3.52E-13,9,cxcl14,
2.14E-12,9,cd9b,
3.66E-12,9,atp5if1b,
6.55E-12,9,rps27l,
9.54E-12,9,sh3gl1a,
5.27E-11,9,si:ch73-78o10.1,
6.51E-11,9,dnase1l4.1,
1.00E-10,9,s100v2,
1.01E-10,9,ppdpfa,
1.21E-10,9,krt97,
3.41E-10,9,tfap2c,
1.22E-09,9,ubxn8,
5.98E-09,9,znf185,
1.06E-07,9,dbnla,
1.67E-06,9,capn2b,
4.38E-06,9,tuba8l2,
2.16E-05,9,zgc:194839,
2.81E-05,9,myh9a,
2.84E-05,9,hsd17b12a,
7.29E-05,9,zgc:110333,
0.000141361566495222,9,gsta.1,
0.000302454852085625,9,zgc:162730,
0.000818386971365661,9,f11r.1,
0.00326831400701744,9,si:dkey-184p18.2,
0.00556722729700691,9,fuca1.1,
0.00599492237410985,9,pkp3a,
0.0286614392861169,9,cast,
0.0346928002328338,9,btr12,
0.0364355660403695,9,si:dkeyp-69e1.8,
0.0529594523373728,9,eppk1,
0.214123065437733,9,zgc:153284,
0.597887713922869,9,mboat1,
0.964728283507033,9,s100v1,
1,9,tspo,
1,9,dlx5a,
1,9,si:ch211-98n17.5,
1,9,si:cabz01007794.1,
1,9,mgst2,
1,9,he1.1,
1,9,si:dkey-74k8.3,
1,9,jac10,
1,9,XLOC-032526,
1,9,selenow1,
1,9,mapk12a,
1,9,si:dkey-87o1.2,
3.40E-290,10,elavl3,
1.28E-232,10,myt1b,
1.02E-215,10,LOC100537384,
4.05E-212,10,neurod4,
1.80E-201,10,dlb,
1.19E-182,10,scrt2,
7.78E-177,10,nhlh2,
2.19E-175,10,fstl1a,
5.12E-174,10,LOC798783,
5.28E-174,10,myt1a,
1.94E-169,10,ebf3a,
7.32E-150,10,scrt1a,
1.01E-148,10,nfasca,
9.23E-132,10,insm1b,
1.17E-131,10,syt11a,
4.61E-129,10,im:7152348,
5.39E-126,10,onecut2,
2.94E-109,10,pou2f2a,
1.54E-105,10,scrt1b,
1.76E-100,10,tmsb,
5.44E-96,10,lhx9,
8.07E-96,10,vim,
2.71E-95,10,si:ch73-21g5.7,
2.55E-92,10,onecut1,
8.94E-92,10,neurod1,
2.37E-82,10,insm1a,
2.97E-76,10,olig4,
2.75E-75,10,vamp1,
7.09E-75,10,lzts1,
8.27E-66,10,plcxd3,
1.81E-64,10,stmn1b,
4.25E-59,10,pax2a,
2.87E-58,10,sox4a,
2.42E-55,10,uncx,
2.71E-55,10,ascl1a,
3.20E-48,10,lhx1a,
2.57E-45,10,sncb,
2.27E-44,10,gpm6ab,
3.32E-42,10,lbx1a,
1.29E-36,10,proca1,
2.16E-35,10,neurog1,
1.31E-32,10,tcf7l2,
1.52E-31,10,syt2a,
1.28E-30,10,vamp2,
1.49E-29,10,nsg2,
1.29E-27,10,dbx1a,
5.22E-27,10,mab21l2,
2.19E-24,10,mab21l1,
5.26E-24,10,sulf2b,
2.09E-23,10,tuba8l3,
3.46E-23,10,otpb,
5.08E-22,10,pak1,
7.93E-22,10,tnc,
9.99E-22,10,otpa,
1.27E-20,10,si:ch211-152f23.5,
2.45E-20,10,plxna4,
5.05E-20,10,phlda1,
1.33E-18,10,cntn2,
4.04E-18,10,bhlhe22,
8.54E-17,10,adcyap1b,
5.70E-16,10,rap1gap,
3.77E-12,10,zgc:101100,
5.37E-12,10,atoh1b,
5.62E-12,10,lhx2b,
1.04E-11,10,si:dkey-280e21.3,
1.22E-11,10,si:ch211-67e16.11,
1.56E-10,10,tfap2b,
7.29E-10,10,zgc:77784,
1.61E-09,10,foxn4,
2.18E-09,10,isl2b,
5.46E-09,10,pou4f1,
3.00E-08,10,nrn1a,
8.06E-05,10,six1b,
0.000149098388073073,10,cxcr4b,
0.000539926661133872,10,tlx2,
0.0382367472243816,10,mllt11,
0.556104927189746,10,meis2b,
0.572646422323218,10,tal2,
0.592230983766607,10,evx1,
0.842193187827987,10,helt,
1,10,prdm12b,
1,10,dbx1b,
3.20E-231,11,gap43,
1.09E-227,11,onecut1,
1.53E-227,11,sncb,
1.20E-215,11,elavl3,
4.65E-211,11,vamp2,
7.22E-211,11,stx1b,
2.60E-208,11,ndrg4,
2.02E-204,11,onecut2,
4.69E-204,11,mllt11,
1.64E-201,11,ckbb,
6.42E-200,11,stxbp1a,
9.90E-198,11,snap25a,
1.45E-197,11,si:dkey-280e21.3,
5.80E-195,11,stmn1b,
1.61E-193,11,stmn4l,
7.18E-186,11,nsg2,
6.58E-184,11,st8sia5,
5.61E-181,11,cplx2,
1.15E-179,11,atp6v0cb,
7.17E-173,11,stmn2b,
2.35E-172,11,cdk5r1b,
1.50E-168,11,id4,
2.43E-166,11,inab,
1.07E-165,11,myt1b,
5.24E-163,11,elavl4,
9.11E-163,11,ptprsb,
1.69E-161,11,sncgb,
4.63E-159,11,syt2a,
1.19E-157,11,XLOC-016165,
8.86E-156,11,cplx2l,
1.45E-153,11,eno2,
3.06E-148,11,syt11a,
3.76E-148,11,tuba2,
1.05E-146,11,tmsb,
4.25E-145,11,spock1,
1.22E-141,11,snap25b,
1.19E-137,11,scrt2,
3.80E-137,11,lzts1,
3.19E-135,11,olfm1b,
2.61E-134,11,atp1a3a,
2.97E-134,11,map1aa,
3.69E-133,11,camk2n1a,
1.70E-132,11,pak1,
6.99E-132,11,aplp1,
2.65E-129,11,lhx5,
5.95E-129,11,ywhag2,
4.81E-128,11,gjd1a,
4.47E-127,11,onecut3a,
5.73E-125,11,add2,
6.48E-123,11,rtn1b,
8.44E-122,11,nrn1a,
1.76E-121,11,gpm6ab,
2.59E-121,11,ncanb,
1.28E-120,11,gng3,
4.33E-120,11,phlda1,
8.85E-119,11,pbx3b,
6.28E-117,11,myt1a,
1.25E-116,11,l1camb,
1.72E-116,11,sypa,
1.67E-114,11,rab6ba,
2.69E-114,11,pcsk1nl,
5.33E-111,11,gpc1a,
8.91E-111,11,ebf3a,
4.64E-110,11,gabrb4,
1.68E-105,11,lhx1a,
5.86E-104,11,myo5aa,
2.94E-102,11,nhlh2,
4.81E-101,11,map1b,
1.46E-99,11,atp6v1e1b,
2.72E-97,11,stmn4,
3.39E-97,11,spock3,
4.12E-97,11,zgc:65894,
4.21E-97,11,syt1a,
1.85E-95,11,pdzrn4,
1.18E-94,11,atp6v1aa,
2.99E-94,11,insm1b,
3.31E-94,11,sypb,
3.70E-94,11,rbfox3a,
4.66E-94,11,lhx9,
1.75E-93,11,nfasca,
1.14E-90,11,sv2a,
3.14E-90,11,calm1b,
2.88E-89,11,tmsb2,
3.25E-87,11,adcyap1b,
7.49E-87,11,SMIM18,
1.13E-86,11,mab21l2,
3.07E-86,11,atp6v1g1,
3.51E-86,11,plxna4,
4.85E-86,11,nrxn1a,
6.90E-86,11,atp2b3a,
1.89E-83,11,gad1b,
3.43E-83,11,nefmb,
1.01E-81,11,scrt1a,
1.41E-78,11,kcnma1a,
3.13E-77,11,bhlhe22,
2.27E-76,11,uncx,
2.33E-76,11,cxxc4,
8.66E-76,11,zgc:153395,
1.60E-75,11,ARHGAP22 (1 of many),
1.79E-75,11,celf5a,
2.30E-74,11,vim,
8.32E-74,11,scn8aa,
5.07E-73,11,dlb,
2.88E-72,11,skor1b,
1.50E-71,11,parvb,
2.02E-71,11,si:ch211-242b18.1,
8.40E-71,11,slc35g2b,
4.29E-70,11,l1cama,
6.01E-70,11,celf4,
2.72E-69,11,uchl1,
3.45E-69,11,maptb,
2.15E-68,11,LOC100537384,
1.14E-67,11,insm1a,
1.25E-67,11,vsnl1a,
1.64E-67,11,kcnc3a,
6.41E-67,11,hapln1a,
7.03E-67,11,drgx,
8.38E-67,11,ribc1,
8.54E-67,11,gad2,
2.36E-66,11,dscaml1,
1.01E-64,11,ndrg3a,
1.88E-64,11,tmx2b,
4.06E-64,11,nefma,
2.93E-63,11,skor1a,
4.37E-63,11,stmn2a,
1.86E-62,11,islr2,
8.64E-62,11,scg2a,
1.77E-61,11,sprn2,
1.24E-60,11,pou2f2a,
8.16E-60,11,pax2a,
1.03E-59,11,foxp2,
7.02E-59,11,tubb2,
1.64E-57,11,rap1gap,
1.92E-57,11,slc1a2b,
1.89E-56,11,hsp90aa1.2,
2.52E-55,11,ache,
3.26E-55,11,kctd4,
4.75E-55,11,nrxn3a,
2.31E-54,11,pitx2,
9.40E-54,11,LOC100537342,
1.53E-53,11,scg3,
1.37E-52,11,slc32a1,
1.20E-51,11,nell2b,
1.63E-51,11,sox4a,
5.29E-51,11,si:dkey-10f21.4,
5.34E-50,11,calm3a,
2.16E-49,11,olfm1a,
4.33E-49,11,syt3,
6.99E-49,11,slc17a6a,
